lot,lat,axis,uf,value
-41486,-18591,São Félix de Minas,MG,9925
-44864,-15949,São Francisco,MG,3559
-44985,-20.71,São Francisco de Paula,MG,1191
-49774,-19863,São Francisco de Sales,MG,9254
-42268,-20789,São Francisco do Glória,MG,2560
-42834,-20923,São Geraldo,MG,1273
-42288,-18836,São Geraldo da Piedade,MG,4213
-41.36,-18.9,São Geraldo do Baixio,MG,4384
-45833,-18338,São Gonçalo do Abaeté,MG,4287
-44859,-19983,São Gonçalo do Pará,MG,9773
-43362,-19826,São Gonçalo do Rio Abaixo,MG,1465
-43391,-18004,São Gonçalo do Rio Preto,MG,2129
-45595,-21892,São Gonçalo do Sapucaí,MG,1769
-46049,-19311,São Gotardo,MG,2644
-46506,-20641,São João Batista do Glória,MG,9928
-44352,-16853,São João da Lagoa,MG,9915
-45929,-21.93,São João da Mata,MG,6195
-44008,-15929,São João da Ponte,MG,8666
-44091,-14884,São João das Missões,MG,2272
-44262,-21136,São João del Rei,MG,7829
-42151,-20394,São João do Manhuaçu,MG,9865
-41.16,-18721,São João do Manteninha,MG,164
-42158,-19339,São João do Oriente,MG,9943
-44516,-16542,São João do Pacuí,MG,1446
-42014,-15314,São João do Paraíso,MG,7557
-42763,-18548,São João Evangelista,MG,7964
-43011,-21.54,São João Nepomuceno,MG,3724
-44274,-20049,São Joaquim de Bicas,MG,7190
-46311,-20718,São José da Barra,MG,1266
-43955,-19701,São José da Lapa,MG,8785
-42143,-18324,São José da Safira,MG,31
-44557,-19.71,São José da Varginha,MG,1337
-45526,-22329,São José do Alegre,MG,962
-41389,-18479,São José do Divino,MG,2876
-42705,-19929,São José do Goiabal,MG,7668
-42.67,-18275,São José do Jacuri,MG,8927
-41745,-20005,São José do Mantimento,MG,7315
-45054,-22116,São Lourenço,MG,3323
-42719,-20707,São Miguel do Anta,MG,3655
-46615,-21127,São Pedro da União,MG,7122
-42603,-18366,São Pedro do Suaçuí,MG,7581
-42524,-20.17,São Pedro dos Ferros,MG,4724
-45069,-16369,São Romão,MG,1134
-46366,-20245,São Roque de Minas,MG,4331
-45754,-22159,São Sebastião da Bela Vista,MG,2971
-42636,-21072,São Sebastião da Vargem Alegre,MG,9037
-41984,-19498,São Sebastião do Anta,MG,2539
-42571,-18084,São Sebastião do Maranhão,MG,2561
-45005,-20276,São Sebastião do Oeste,MG,1100
-46991,-20917,São Sebastião do Paraíso,MG,2741
-43174,-19292,São Sebastião do Rio Preto,MG,9798
-44976,-22218,São Sebastião do Rio Verde,MG,418
-44985,-21722,São Thomé das Letras,MG,3855
-44509,-20913,São Tiago,MG,6971
-47098,-20784,São Tomás de Aquino,MG,5466
-44444,-21713,São Vicente de Minas,MG,8389
-45743,-22748,Sapucaí-Mirim,MG,9478
-42365,-18784,Sardoá,MG,9341
-44145,-20035,Sarzedo,MG,3498
-42839,-20109,Sem-Peixe,MG,7509
-46177,-22587,Senador Amaral,MG,5366
-42946,-21801,Senador Cortes,MG,8393
-43097,-20912,Senador Firmino,MG,3756
-46179,-22164,Senador José Bento,MG,6556
-43225,-17947,Senador Modestino Gonçalves,MG,7434
-43344,-20794,Senhora de Oliveira,MG,7828
-43084,-18892,Senhora do Porto,MG,474
-43583,-21028,Senhora dos Remédios,MG,208
-42482,-20474,Sericita,MG,825
-44519,-21909,Seritinga,MG,8562
-43.17,-18362,Serra Azul de Minas,MG,9945
-45796,-19438,Serra da Saudade,MG,1649
-46.69,-19111,Serra do Salitre,MG,3573
-40248,-17783,Serra dos Aimorés,MG,163
-46.04,-21548,Serrania,MG,233
-42871,-15829,Serranópolis de Minas,MG,5044
-44.51,-21.89,Serranos,MG,3739
-43379,-18605,Serro,MG,8060
-44247,-19466,Sete Lagoas,MG,8755
-42273,-17726,Setubinha,MG,8980
-43215,-21159,Silveirânia,MG,5111
-45835,-22029,Silvianópolis,MG,6094
-43312,-21964,Simão Pereira,MG,4136
-42001,-20124,Simonésia,MG,1341
-42098,-19235,Sobrália,MG,8209
-45045,-22.06,Soledade de Minas,MG,8581
-43248,-21359,Tabuleiro,MG,3452
-42233,-15808,Taiobeiras,MG,6623
-41616,-19759,Taparuba,MG,9348
-46823,-19922,Tapira,MG,8526
-46.02,-19888,Tapiraí,MG,1578
-43687,-19.67,Taquaraçu de Minas,MG,8244
-42007,-19281,Tarumirim,MG,6129
-42857,-20651,Teixeiras,MG,7423
-41505,-17858,Teófilo Otoni,MG,7378
-42644,-19583,Timóteo,MG,1906
-44178,-21.11,Tiradentes,MG,2750
-45964,-19004,Tiros,MG,9142
-43018,-21175,Tocantins,MG,107
-46096,-22371,Tocos do Moji,MG,8897
-46372,-22743,Toledo,MG,5614
-42023,-20905,Tombos,MG,4245
-45253,-21697,Três Corações,MG,670
-45242,-18206,Três Marias,MG,5240
-45513,-21367,Três Pontas,MG,5408
-41645,-18979,Tumiritinga,MG,794
-48705,-18593,Tupaciguara,MG,3318
-42.73,-17286,Turmalina,MG,2948
-45787,-21876,Turvolândia,MG,2913
-42943,-21.12,Ubá,MG,6923
-44778,-16285,Ubaí,MG,4525
-42106,-19635,Ubaporanga,MG,6755
-47932,-19748,Uberaba,MG,1088
-48277,-18919,Uberlândia,MG,8450
-40573,-17256,Umburatiba,MG,9695
-46906,-16358,Unaí,MG,5362
-50336,-19.53,União de Minas,MG,6818
-46254,-16064,Uruana de Minas,MG,4374
-42739,-20351,Urucânia,MG,8335
-45742,-16133,Urucuia,MG,9846
-42298,-19608,Vargem Alegre,MG,2652
-46366,-20327,Vargem Bonita,MG,8723
-42308,-15403,Vargem Grande do Rio Pardo,MG,3118
-45.43,-21551,Varginha,MG,7068
-46032,-18378,Varjão de MInas,MG,3519
-44731,-17598,Várzea da Palma,MG,3601
-44028,-15701,Varzelândia,MG,5431
-46908,-17987,Vazante,MG,7510
-43603,-15589,Verdelândia,MG,1895
-42736,-17399,Veredinha,MG,3386
-48308,-19663,Veríssimo,MG,6947
-42267,-20036,Vermelho Novo,MG,7900
-43923,-19692,Vespasiano,MG,9758
-42882,-20754,Viçosa,MG,8256
-42244,-20866,Vieiras,MG,2169
-42343,-16804,Virgem da Lapa,MG,9115
-45092,-22333,Virgínia,MG,4941
-42704,-18823,Virginópolis,MG,9443
-42307,-18476,Virgolândia,MG,6255
-42841,-21.01,Visconde do Rio Branco,MG,7696
-42539,-21771,Volta Grande,MG,4822
-45363,-22534,Wenceslau Braz,MG,5606
-52878,-20448,Água Clara,MS,4261
-53706,-18324,Alcinópolis,MS,6820
-55226,-23104,Amambaí,MS,8431
-55807,-20484,Anastácio,MS,9177
-52718,-22188,Anaurilândia,MS,7851
-53771,-22153,Angélica,MS,4887
-55948,-22191,Antônio João,MS,7060
-51094,-20087,Aparecida do Taboado,MS,3966
-55.787705,-20.471326,Aquidauana,MS,2244
-55635,-22934,Aral Moreira,MS,6946
-54364,-19918,Bandeirantes,MS,4739
-52422,-21714,Bataguassu,MS,5840
-53271,-22295,Batayporã,MS,4085
-56521,-22109,Bela Vista,MS,6914
-56715,-20539,Bodoquena,MS,3114
-56482,-21121,Bonito,MS,2180
-52037,-21256,Brasilândia,MS,1663
-54822,-22634,Caarapó,MS,7875
-54044,-19531,Camapuã,MS,4854
-54646,-20443,Campo Grande,MS,40
-57024,-22014,Caracol,MS,8255
-51734,-19113,Cassilândia,MS,116
-52623,-18794,Chapadão do Sul,MS,846
-54829,-19832,Corguinho,MS,2284
-55529,-23272,Coronel Sapucaia,MS,4027
-57653,-19009,Corumbá,MS,7561
-53129,-18544,Costa Rica,MS,4686
-54.76,-18507,Coxim,MS,4834
-54165,-22276,Deodápolis,MS,1232
-55296,-20.68,Dois Irmãos do Buriti,MS,5404
-54613,-22.04,Douradina,MS,6136
-54806,-22221,Dourados,MS,4403
-54284,-23787,Eldorado,MS,514
-54514,-22374,Fátima do Sul,MS,2843
-54233,-22418,Glória de Dourados,MS,273
-56114,-21458,Guia Lopes da Laguna,MS,8660
-54561,-23.68,Iguatemi,MS,9628
-51.93,-19726,Inocência,MS,5652
-54789,-22079,Itaporã,MS,5639
-54185,-23474,Itaquiraí,MS,3545
-53815,-22305,Ivinhema,MS,9278
-54404,-23891,Japorã,MS,1815
-54399,-20142,Jaraguari,MS,2962
-56138,-21.48,Jardim,MS,3136
-54303,-22482,Jateí,MS,4126
-54603,-22861,Juti,MS,9229
-57602,-19005,Ladário,MS,9118
-55.15,-22546,Laguna Carapã,MS,4617
-55168,-21614,Maracaju,MS,3006
-56378,-20241,Miranda,MS,1286
-54271,-23938,Mundo Novo,MS,3812
-54191,-23065,Naviraí,MS,9479
-55.83,-21135,Nioaque,MS,3085
-54384,-21466,Nova Alvorada do Sul,MS,2398
-53343,-22233,Nova Andradina,MS,427
-53.86,-22669,Novo Horizonte do Sul,MS,3982
-51191,-19677,Paranaíba,MS,1765
-55431,-23893,Paranhos,MS,4230
-54552,-18101,Pedro Gomes,MS,2307
-55726,-22536,Ponta Porã,MS,1709
-57883,-21699,Porto Murtinho,MS,7787
-53759,-20443,Ribas do Rio Pardo,MS,1416
-54546,-21802,Rio Brilhante,MS,981
-54987,-19449,Rio Negro,MS,2308
-54844,-18918,Rio Verde de Mato Grosso,MS,2468
-54893,-19953,Rochedo,MS,6158
-52831,-21303,Santa Rita do Pardo,MS,6354
-54566,-19395,São Gabriel do Oeste,MS,4674
-51419,-20367,Selvíria,MS,4779
-55036,-23.97,Sete Quedas,MS,2920
-54961,-20932,Sidrolândia,MS,5118
-54758,-17577,Sonora,MS,3338
-55016,-23633,Tacuru,MS,9879
-53351,-22488,Taquarussu,MS,1689
-54.86,-20442,Terenos,MS,5101
-51678,-20751,Três Lagoas,MS,6110
-54436,-22409,Vicentina,MS,518
-56366,-15205,Acorizal,MT,1141
-52159,-14.05,Água Boa,MT,9601
-56086,-9876,Alta Floresta,MT,1960
-53215,-17315,Alto Araguaia,MT,2389
-51388,-11674,Alto Boa Vista,MT,6297
-53528,-16944,Alto Garças,MT,6014
-56483,-14514,Alto Paraguai,MT,3194
-53282,-17826,Alto Taquari,MT,1464
-57449,-9544,Apiacás,MT,1874
-51831,-15734,Araguaiana,MT,7496
-53033,-16856,Araguainha,MT,9593
-58353,-15471,Araputanga,MT,7881
-56846,-14.45,Arenápolis,MT,3159
-59459,-10167,Aripuanã,MT,4923
-55958,-16279,Barão de Melgaço,MT,9266
-57181,-15073,Barra do Bugres,MT,190
-52257,-15.89,Barra do Garças,MT,9737
-57979,-12155,Brasnorte,MT,268
-57679,-16071,Cáceres,MT,3287
-52895,-14516,Campinápolis,MT,7366
-57892,-13675,Campo Novo do Parecis,MT,8010
-55169,-15547,Campo Verde,MT,2333
-59148,-13899,Campos de Júlio,MT,6848
-51831,-11054,CanaBrava do Norte,MT,6647
-52166,-13.55,Canarana,MT,3181
-55832,-9958,Carlinda,MT,7799
-58603,-11133,Castanheira,MT,4511
-55.75,-15461,Chapada dos Guimarães,MT,8170
-54891,-11515,Cláudia,MT,5586
-50996,-14397,Cocalinho,MT,1414
-55455,-10813,Colíder,MT,5491
-59786,-13663,Comodoro,MT,4789
-51569,-10644,Confresa,MT,8737
-58414,-9858,Cotriguaçu,MT,2591
-56097,-15596,Cuiabá,MT,3800
-57054,-14.74,Denise,MT,9214
-56446,-14409,Diamantino,MT,2257
-54918,-15811,Dom Aquino,MT,6066
-54.92,-12386,Feliz Natal,MT,8502
-58.74,-15445,Figueirópolis d'Oeste,MT,8366
-53.08,-13242,Gaúcha do Norte,MT,4992
-52755,-15711,General Carneiro,MT,8416
-58356,-15768,Glória d'Oeste,MT,8809
-54.91,-9788,Guarantã do Norte,MT,7831
-53758,-16349,Guiratinga,MT,7387
-58573,-15494,Indiavaí,MT,1945
-55276,-11062,Itaúba,MT,2224
-54.15,-17209,Itiquira,MT,6529
-54968,-15965,Jaciara,MT,7775
-56489,-15236,Jangada,MT,1134
-58866,-15342,Jauru,MT,1885
-57.52,-11255,Juara,MT,7033
-58741,-11378,Juína,MT,2408
-58359,-10318,Juruena,MT,6695
-54884,-16051,Juscimeira,MT,9817
-58004,-15323,Lambari d'Oeste,MT,5254
-55911,-13.05,Lucas do Rio Verde,MT,6017
-50669,-11222,Luciára,MT,3667
-54597,-11133,Marcelândia,MT,4452
-54933,-10057,Matupá,MT,5477
-58096,-15675,Mirassol d'Oeste,MT,1516
-56328,-14.72,Nobres,MT,7434
-56803,-14455,Nortelândia,MT,5499
-56346,-15775,Nossa Senhora do Livramento,MT,7792
-57862,-9814,Nova Bandeirantes,MT,8030
-54966,-14957,Nova Brasilândia,MT,7716
-55953,-10558,Nova Canaã do Norte,MT,6301
-55.41,-10316,Nova Guarita,MT,3754
-59609,-14476,Nova Lacerda,MT,810
-56969,-14364,Nova Marilândia,MT,8613
-57074,-13026,Nova Maringá,MT,6862
-57535,-9982,Nova Monte Verde,MT,3126
-56084,-13838,Nova Mutum,MT,9063
-57288,-14797,Nova Olímpia,MT,7684
-55255,-12991,Nova Ubiratã,MT,3418
-52353,-14673,Nova Xavantina,MT,6342
-57352,-11413,Novo Horizonte do Norte,MT,7269
-55198,-9.95,Novo Mundo,MT,4946
-53018,-14906,Novo São Joaquim,MT,7853
-56477,-9665,Paranaíta,MT,3958
-54051,-14432,Paranatinga,MT,2589
-54474,-16623,Pedra Preta,MT,5227
-54983,-10229,Peixoto de Azevedo,MT,7514
-54774,-14658,Planalto da Serra,MT,1016
-56623,-16257,Poconé,MT,7146
-52317,-15934,Pontal do Araguaia,MT,8016
-52833,-16764,Ponte Branca,MT,5281
-59335,-15226,Pontes e Lacerda,MT,5309
-51633,-10878,Porto Alegre do Norte,MT,993
-57414,-11535,Porto dos Gaúchos,MT,3937
-58.46,-15853,Porto Esperidião,MT,2896
-57228,-15324,Porto Estrela,MT,453
-54389,-15837,Poxoréo,MT,4841
-54346,-15528,Primavera do Leste,MT,8580
-52378,-12476,Querência,MT,4790
-58466,-15.08,Reserva do Cabaçal,MT,3359
-51824,-12942,Ribeirão Cascalheira,MT,1472
-52692,-16485,Ribeirãozinho,MT,3651
-58116,-15241,Rio Branco,MT,521
-54636,-16471,Rondonópolis,MT,7959
-56428,-14836,Rosário Oeste,MT,9536
-58127,-15.13,Salto do Céu,MT,2135
-55226,-11913,Santa Carmem,MT,6102
-50503,-10.47,Santa Terezinha,MT,7718
-57002,-14498,Santo Afonso,MT,8517
-56077,-15866,Santo Antônio do Leverger,MT,3994
-50669,-11617,São Félix do Araguaia,MT,2158
-54255,-16465,São José do Povo,MT,2425
-56721,-13447,São José do Rio Claro,MT,3174
-52744,-10804,São José do Xingu,MT,5516
-58176,-15621,São José dos Quatro Marcos,MT,1669
-54921,-16001,São Pedro da Cipa,MT,5790
-58764,-12989,Sapezal,MT,9208
-55504,-11864,Sinop,MT,1786
-55711,-12545,Sorriso,MT,9846
-56.62,-10807,Tabaporã,MT,3770
-57486,-14619,Tangará da Serra,MT,833
-56554,-12772,Tapurah,MT,9014
-55231,-10517,Terra Nova do Norte,MT,8013
-53553,-16079,Tesouro,MT,19
-52556,-16199,Torixoréu,MT,190
-54353,-11533,União do Sul,MT,8181
-56133,-15647,Várzea Grande,MT,227
-55317,-12306,Vera,MT,2920
-59951,-15008,Vila Bela da Santíssima Trindade,MT,6512
-51116,-10012,Vila Rica,MT,4775
-48883,-1718,Abaetetuba,PA,3483
-48393,-4954,Abel Figueiredo,PA,458
-48197,-1961,Acará,PA,5867
-50387,-157,Afuá,PA,4257
-50467,-6791,Água Azul do Norte,PA,8000
-54738,-1942,Alenquer,PA,8519
-52582,-1523,Almeirim,PA,1237
-52206,-3203,Altamira,PA,5491
-49.94,-987,Anajás,PA,5354
-48372,-1366,Ananindeua,PA,1687
-51198,-3472,Anapu,PA,178
-46645,-1022,Augusto Corrêa,PA,9031
-47563,-2134,Aurora do Pará,PA,5900
-55332,-3606,Aveiro,PA,2087
-50164,-1.9,Bagre,PA,1231
-49672,-2791,Baião,PA,631
-50396,-7348,Bannach,PA,3453
-48626,-1506,Barcarena,PA,2733
-48504,-1456,Belém,PA,8279
-54937,-2636,Belterra,PA,1523
-48245,-1361,Benevides,PA,1147
-48609,-5051,Bom Jesus do Tocantins,PA,9094
-47307,-1363,Bonito,PA,5019
-46773,-1063,Bragança,PA,6289
-52668,-3262,Brasil Novo,PA,9369
-48413,-5699,Brejo Grande do Araguaia,PA,7718
-49461,-4009,Breu Branco,PA,4083
-50.48,-1682,Breves,PA,4607
-48045,-1515,Bujaru,PA,2350
-48963,-1011,Cachoeira do Arari,PA,5857
-46529,-1671,Cachoeira do Piriá,PA,3307
-49496,-2244,Cametá,PA,6163
-49878,-6497,Canaã dos Carajás,PA,7964
-47181,-1196,Capanema,PA,2227
-47065,-1745,Capitão Poço,PA,2756
-47922,-1297,Castanhal,PA,3430
-49988,-0.16,Chaves,PA,7304
-48282,-937,Colares,PA,4922
-49265,-8258,Conceição do Araguaia,PA,5971
-47949,-1991,Concórdia do Pará,PA,2909
-50773,-7825,Cumaru do Norte,PA,5238
-49541,-6091,Curionópolis,PA,5040
-49795,-1814,Curralinho,PA,2254
-55117,-1888,Curuá,PA,4548
-47855,-734,Curuçá,PA,4552
-47505,-4285,Dom Eliseu,PA,7542
-49355,-6104,Eldorado dos Carajás,PA,3356
-56745,-2171,Faro,PA,5144
-49713,-7554,Floresta do Araguaia,PA,6799
-47053,-1934,Garrafão do Norte,PA,8060
-49097,-3843,Goianésia do Pará,PA,781
-51.64,-1405,Gurupá,PA,7005
-47618,-1127,Igarapé-Açu,PA,2390
-48.96,-1975,Igarapé-Miri,PA,7944
-47917,-1.43,Inhangapi,PA,3577
-47494,-2558,Ipixuna do Pará,PA,682
-47439,-1769,Irituia,PA,5830
-55984,-4276,Itaituba,PA,7514
-49327,-5135,Itupiranga,PA,9148
-57754,-6224,Jacareacanga,PA,6825
-49116,-4451,Jacundá,PA,5775
-56092,-2152,Juruti,PA,8709
-49381,-1895,Limoeiro do Ajuru,PA,3644
-47553,-2.06,Mãe do Rio,PA,7912
-47598,-795,Magalhães Barata,PA,3853
-49118,-5369,Marabá,PA,9788
-47.45,-765,Maracanã,PA,493
-47694,-714,Marapanim,PA,5002
-48342,-1355,Marituba,PA,6365
-52889,-3446,Medicilândia,PA,5364
-50712,-1804,Melgaço,PA,7110
-49507,-2584,Mocajuba,PA,7298
-48769,-1884,Moju,PA,9536
-54069,-2008,Monte Alegre,PA,1848
-49217,-1528,Muaná,PA,5345
-46966,-2269,Nova Esperança do Piriá,PA,7846
-49077,-4921,Nova Ipixuna,PA,1872
-47386,-1206,Nova Timboteua,PA,4882
-55382,-7147,Novo Progresso,PA,8537
-49796,-4331,Novo Repartimento,PA,121
-55518,-1918,Óbidos,PA,7806
-49854,-2003,Oeiras do Pará,PA,2634
-55866,-1766,Oriximiná,PA,4884
-47119,-1548,Ourém,PA,9939
-51084,-6755,Ourilândia do Norte,PA,2480
-50638,-3838,Pacajá,PA,9801
-48317,-5742,Palestina do Pará,PA,4967
-47353,-2995,Paragominas,PA,7355
-49902,-6068,Parauapebas,PA,2891
-50044,-7833,Pau d'Arco,PA,2932
-47314,-1192,Peixe-Boi,PA,9234
-48872,-6438,Piçarra,PA,8747
-54.22,-3868,Placas,PA,9465
-48871,-1.39,Ponta de Pedras,PA,2855
-50821,-1936,Portel,PA,3436
-52238,-1748,Porto de Moz,PA,2879
-53.48,-1.8,Prainha,PA,3879
-47116,-943,Primavera,PA,2151
-47006,-901,Quatipuru,PA,4591
-50031,-8029,Redenção,PA,416
-50048,-7311,Rio Maria,PA,8791
-48067,-4776,Rondon do Pará,PA,6432
-54.91,-4096,Rurópolis,PA,6641
-47356,-629,Salinópolis,PA,3111
-48517,-753,Salvaterra,PA,2755
-48294,-1224,Santa Bárbara do Pará,PA,2774
-49175,-663,Santa Cruz do Arari,PA,9738
-48161,-1299,Santa Isabel do Pará,PA,7548
-46942,-1517,Santa Luzia do Pará,PA,9824
-49722,-8855,Santa Maria das Barreiras,PA,4877
-47576,-1352,Santa Maria do Pará,PA,1327
-50625,-9505,Santana do Araguaia,PA,4652
-54708,-2443,Santarém,PA,200
-47397,-929,Santarém Novo,PA,3702
-48129,-1152,Santo Antônio do Tauá,PA,3655
-48.02,-0.75,São Caetano de Odivelas,PA,6651
-48733,-5538,São Domingos do Araguaia,PA,9180
-47775,-1675,São Domingos do Capim,PA,2540
-51995,-6645,São Félix do Xingu,PA,2477
-47795,-1169,São Francisco do Pará,PA,4995
-48555,-6401,São Geraldo do Araguaia,PA,8745
-47.92,-0.85,São João da Ponta,PA,5599
-47174,-769,São João de Pirabas,PA,3747
-48791,-5358,São João do Araguaia,PA,6086
-47483,-1627,São Miguel do Guamá,PA,1278
-49541,-1718,São Sebastião da Boa Vista,PA,3553
-49682,-6947,Sapucaia,PA,1346
-51954,-2591,Senador José Porfírio,PA,6629
-48523,-717,Soure,PA,1437
-48953,-2947,Tailândia,PA,3802
-47908,-1038,Terra Alta,PA,7545
-56487,-2104,Terra Santa,PA,5090
-48152,-2419,Tomé-Açu,PA,8844
-46897,-1072,Tracuateua,PA,6656
-55944,-4574,Trairão,PA,203
-51161,-6748,Tucumã,PA,5213
-49673,-3768,Tucuruí,PA,6560
-47501,-3756,Ulianópolis,PA,6459
-53737,-3718,Uruará,PA,8619
-48142,-858,Vigia,PA,8955
-46.14,-1197,Viseu,PA,7297
-52.01,-2.88,Vitória do Xingu,PA,5039
-49946,-7095,Xinguara,PA,3278
-37641,-7512,Água Branca,PB,4206
-38171,-7092,Aguiar,PB,4885
-35635,-7089,Alagoa Grande,PB,2090
-35758,-7071,Alagoa Nova,PB,6673
-35545,-6.95,Alagoinha,PB,3276
-36056,-7744,Alcantil,PB,227
-35922,-6816,Algodão de Jandaíra,PB,4243
-34914,-7439,Alhandra,PB,472
-37064,-7568,Amparo,PB,6521
-38087,-6784,Aparecida,PB,7700
-35381,-6853,Araçagi,PB,6543
-35758,-6828,Arara,PB,4915
-35742,-6558,Araruna,PB,135
-35692,-6963,Areia,PB,9186
-36941,-7123,Areia de Baraúnas,PB,5764
-35.9,-7.02,Areial,PB,7260
-35708,-7545,Aroeiras,PB,1941
-36731,-7074,Assunção,PB,7487
-34936,-6688,Baía da Traição,PB,875
-35633,-6.75,Bananeiras,PB,2913
-36254,-6643,Baraúna,PB,8289
-36061,-6.72,Barra de Santa Rosa,PB,3348
-36,-7.52,Barra de Santana,PB,2092
-36318,-7751,Barra de São Miguel,PB,3656
-34932,-7125,Bayeux,PB,1728
-35519,-6747,Belém,PB,601
-37536,-6189,Belém do Brejo do Cruz,PB,1026
-38551,-6452,Bernardino Batista,PB,8953
-38216,-7414,Boa Ventura,PB,4414
-36.24,-7259,Boa Vista,PB,839
-38.65,-6817,Bom Jesus,PB,5795
-37929,-6445,Bom Sucesso,PB,2799
-38515,-7313,Bonito de Santa Fé,PB,5982
-36135,-7482,Boqueirão,PB,9131
-35626,-6801,Borborema,PB,6410
-37498,-6349,Brejo do Cruz,PB,9182
-37825,-6377,Brejo dos Santos,PB,5648
-34908,-7516,Caaporã,PB,2286
-36287,-7489,Cabaceiras,PB,3395
-34834,-6981,Cabedelo,PB,467
-38674,-6927,Cachoeira dos Índios,PB,6833
-37157,-7129,Cacimba de Areia,PB,5639
-35.79,-6642,Cacimba de Dentro,PB,1208
-37058,-7211,Cacimbas,PB,2901
-35411,-6554,Caiçara,PB,3212
-38562,-6.89,Cajazeiras,PB,731
-37806,-6961,Cajazeirinhas,PB,216
-35326,-7103,Caldas Brandão,PB,1940
-36823,-7889,Camalaú,PB,8585
-35881,-7231,Campina Grande,PB,9263
-35637,-6488,Campo de Santana,PB,1770
-35172,-6916,Capim,PB,5378
-36492,-7727,Caraúbas,PB,3509
-38344,-7039,Carrapateira,PB,5089
-35718,-6751,Casserengue,PB,8937
-37609,-7126,Catingueira,PB,5887
-37747,-6344,Catolé do Rocha,PB,9245
-36027,-7.42,Caturité,PB,4641
-38509,-7562,Conceição,PB,5300
-37601,-6.91,Condado,PB,1959
-34908,-7.26,Conde,PB,5590
-36.66,-7797,Congo,PB,2846
-37946,-7014,Coremas,PB,6429
-36606,-7627,Coxixola,PB,89
-35086,-7.14,Cruz do Espírito Santo,PB,2663
-36375,-6868,Cubati,PB,1664
-36157,-6485,Cuité,PB,4677
-35252,-6915,Cuité de Mamanguape,PB,3293
-35523,-6893,Cuitegi,PB,6529
-35269,-6717,Curral de Cima,PB,1552
-38198,-7581,Curral Velho,PB,7556
-35898,-6557,Damião,PB,4802
-37094,-7291,Desterro,PB,9183
-38264,-7428,Diamante,PB,9844
-35632,-6618,Dona Inês,PB,7182
-35418,-6685,Duas Estradas,PB,6679
-37716,-7108,Emas,PB,4949
-35.86,-7023,Esperança,PB,2175
-35775,-7355,Fagundes,PB,6346
-36456,-6403,Frei Martinho,PB,3793
-35791,-7583,Gado Bravo,PB,2470
-35.49,-6855,Guarabira,PB,1763
-35424,-7124,Gurinhém,PB,5984
-36489,-7247,Gurjão,PB,8812
-38405,-7501,Ibiara,PB,2668
-38149,-7181,Igaracy,PB,1542
-37509,-7.39,Imaculada,PB,1772
-35613,-7268,Ingá,PB,9104
-35333,-7329,Itabaiana,PB,7871
-38.15,-7304,Itaporanga,PB,3326
-35247,-6.83,Itapororoca,PB,4779
-35628,-7375,Itatuba,PB,939
-35293,-6612,Jacaraú,PB,2470
-37809,-6554,Jericó,PB,517
-34863,-7115,João Pessoa,PB,2170
-35583,-7172,Juarez Távora,PB,750
-36578,-7068,Juazeirinho,PB,4994
-36713,-6997,Junco do Seridó,PB,2896
-35238,-7373,Juripiranga,PB,2227
-37819,-7537,Juru,PB,232
-37916,-6571,Lagoa,PB,1947
-35379,-6673,Lagoa de Dentro,PB,3051
-35854,-7171,Lagoa Seca,PB,2430
-38.18,-6516,Lastro,PB,3337
-36946,-7374,Livramento,PB,1178
-35443,-6614,Logradouro,PB,1591
-34869,-6.9,Lucena,PB,815
-37427,-7259,Mãe d'Água,PB,2856
-37522,-6904,Malta,PB,5009
-35126,-6839,Mamanguape,PB,570
-38154,-7706,Manaíra,PB,2024
-35015,-6.77,Marcação,PB,6329
-35319,-7.06,Mari,PB,9741
-38347,-6842,Marizópolis,PB,8305
-35789,-7.2,Massaranduba,PB,83
-35051,-6601,Mataraca,PB,5196
-35767,-7125,Matinhas,PB,2690
-37725,-6534,Mato Grosso,PB,6389
-37351,-7267,Maturéia,PB,1994
-35479,-7299,Mogeiro,PB,7544
-35911,-7118,Montadas,PB,2794
-38586,-7215,Monte Horebe,PB,5770
-37.12,-7889,Monteiro,PB,686
-35462,-7024,Mulungu,PB,7470
-35.55,-7641,Natuba,PB,400
-38325,-6916,Nazarezinho,PB,6897
-36203,-6455,Nova Floresta,PB,7857
-38042,-7.48,Nova Olinda,PB,7211
-36421,-6678,Nova Palmeira,PB,757
-37751,-7228,Olho d'Água,PB,7841
-36244,-6991,Olivedos,PB,3693
-37152,-7.62,Ouro Velho,PB,1684
-36656,-7321,Parari,PB,5533
-37049,-7138,Passagem,PB,6275
-37.28,-7024,Patos,PB,5265
-37624,-6594,Paulista,PB,3376
-38068,-7427,Pedra Branca,PB,7023
-36.48,-6757,Pedra Lavrada,PB,3474
-35116,-7402,Pedras de Fogo,PB,4803
-35297,-6633,Pedro Régis,PB,4025
-37929,-7198,Piancó,PB,2090
-36349,-6555,Picuí,PB,4584
-35.26,-7267,Pilar,PB,8645
-35623,-6902,Pilões,PB,6193
-35523,-6857,Pilõezinhos,PB,5333
-35499,-6.78,Pirpirituba,PB,59
-34809,-7471,Pitimbu,PB,1255
-36061,-7077,Pocinhos,PB,6303
-38495,-6403,Poço Dantas,PB,12
-38512,-6575,Poço de José de Moura,PB,6163
-37802,-6.77,Pombal,PB,2933
-37.08,-7691,Prata,PB,2450
